ID,MASK_ERROR,WM_PERCENT,GM_PERCENT,CSF_PERCENT,SC_PERCENT,BRAIN_VOL,CEREBRUM_VOL,CORTICAL_GM,WHITE_VOL,SUBGM_VOL,SC_VOL,CSF_VENT_VOL,LEFT_WM_AREA,LEFT_MID_AREA,LEFT_GM_AREA,RIGHT_WM_AREA,RIGHT_MID_AREA,RIGHT_GM_AREA,GI_LEFT,GI_RIGHT,LEFT_INTER,RIGHT_INTER,LEFT_SURF_SURF,RIGHT_SURF_SURF,LAPLACIAN_MIN,LAPLACIAN_MAX,LAPLACIAN_MEAN,GRAY_LEFT_RES,GRAY_RIGHT_RES
0,9.438881471416808,33.410038943135696,46.99273654495305,6.887541663186646,2.8126706731556452,1354.5798323039894,1451.248915081782,621.8819101093297,370.06549369108075,60.70795065238006,35.88166893739585,22.025846032808055,86291.55675668664,100345.78120407078,120331.12389571658,106250.36289296328,106021.37430862617,117767.84359390505,2.397479350653463,2.3020352080980646,12.326985897141324,54.64386584581321,30.14332974198563,-12.80347510366402,12.986369432194996,10.904803098306392,9.995489924048865,0.004959948425630715,0.005118241924925288
1,9.592512121763193,40.75713828729133,48.736838929992075,9.470307568619784,3.057853854465584,1343.334358543043,1142.6582272487058,476.66857489053587,567.0469331446432,86.19959516527511,40.84321645240205,21.90634253190391,117976.74644613318,87682.40349720474,105749.58276813799,107720.29678114459,110746.2949944005,98689.72307165395,2.3288142680510124,2.5846839962343666,62.778691471326354,47.43314919554378,29.682911964511426,36.73003412900127,3.2735344824962382,10.927006101756053,9.99108004347759,0.009556385145282974,0.0073417139751005694
2,7.365531098493106,46.43780051499233,43.00689989852093,10.304898104261083,3.3411236476891677,1363.1150352038014,812.6701795580151,522.1177688167803,469.9297147185919,83.28467012645675,38.728218668084025,19.47553994717463,100487.1731874492,107676.73333651567,117367.38347054647,92788.93094079476,86173.23074569939,125189.44884468267,2.330605775825362,2.4543691954676636,-12.176920288319167,87.98455403719211,14.441089034419186,-23.899825703099225,5.283010407530873,10.613844654303776,10.08073248961255,0.3197436529611183,0.3445483856412241
3,13.356946067346685,45.32099472340031,44.692113560910535,10.977054900607005,3.008121781296622,1434.0914041689934,1150.0282775019684,478.79562509919725,615.9312305574017,81.46123337166344,40.284251147154116,5.311959195475225,116087.18205005386,92226.61910713582,103918.65627601247,95365.57126513633,103053.81581542024,104347.24704090154,2.327727327709406,2.585230423707232,41.40607750556126,31.848124285104447,146.07411590759165,90.3627018534383,2.7983842326787527,11.76084330363275,9.909889780258835,0.24047086304359558,0.1254814102482142
4,14.825008881543674,40.195265018969835,45.21079105235557,7.0545033626473685,2.329046915132927,1301.2399911050431,1011.9245839107006,563.5148901047588,622.2795686078088,92.64269833925823,39.893966550656906,16.386764226233225,87589.02910464397,94360.49601764987,118316.44971284123,88765.69635873476,92253.22707944471,93087.38074650387,2.4152025565942976,2.55969972345257,245.72762292978297,130.95373220917458,135.730410776281,47.3133265449298,4.3363178377161535,10.925616012715674,10.039699214419693,0.23246240102627053,-0.23402521913502278
5,8.339824977904469,42.49952378798282,41.597300499839925,8.051004930655047,2.7634031920973223,1249.8692445367853,1234.9815298553865,585.1444434932016,518.4909346220912,80.40483186066672,40.61012427496417,20.988308607466944,84332.28112001388,96076.83590831516,121993.37951405846,102740.52226658077,117216.58481118991,121483.33690390307,2.6227311011142915,2.4813708898788436,45.78378562310402,21.154167622754414,40.909633787526055,60.864610498831475,4.106239352174434,10.901383147642116,9.997136984506902,0.006832891790983192,0.013251325243054198
6,9.658795568249124,34.995863591633466,48.53157320259355,5.4691069185561165,2.313205025380053,1436.1315795611874,1101.0479249729444,680.0167644944025,566.3781133388309,68.89002197530934,35.622933252664396,15.425979654720878,84536.96762099146,113665.61183019921,118403.12347892266,98787.2846235763,102309.23765593402,90558.63250630985,2.368370825017606,2.5586111276228087,125.5926215164844,77.20308425288518,145.81279044276886,78.83862932083295,7.242921768909862,10.506405776225339,10.072168551234391,0.11835261023874026,0.3660982015279507
7,10.35630052529789,41.28602468982855,43.936913527109226,8.746849365445089,2.6387781301142685,1335.2839748381803,1044.7937439874208,410.47579887293705,641.8390720544271,77.9412385397886,41.315624853156855,11.135564492994,107381.06158810032,98268.65450592912,108596.05476162411,99130.03020780151,108604.97570483293,112269.27883841937,2.5211639474778527,2.415197935760126,121.54755641828785,34.842358765331774,13.69047318974556,64.73501444923959,8.405359623353247,11.508698919543628,9.981466658882166,0.20809350019612247,0.131240363274496
8,15.372744872101064,42.272275341897675,47.69674081664728,13.943389235367217,2.674628868642561,1389.7587593646313,1344.2428444639083,525.5126359895183,529.019830904875,64.07503343797518,32.833144216889565,17.63013342337814,108208.45246161414,110536.07395054205,107152.74444246289,103562.92855719934,98007.9065726907,118691.78258434363,2.440400924579345,2.580892659010192,182.17499831153353,104.27733587499799,122.15698978690764,71.05077082912842,9.675714246227866,11.606634585874765,9.987068093044922,-0.10169737478698954,-0.11631463682454816
9,10.81301683578978,37.47014692864588,45.55325359976982,11.15466385983821,2.8630759504674392,1411.821898444029,1123.732786239368,746.6845370891522,450.74276224997817,66.19545054680968,30.084296827400134,12.529198174146538,106344.15264980793,83067.79257090436,103338.74468530851,105092.64867991162,106320.47717894637,97824.83926920894,2.3540124716973723,2.688962822743982,80.19209090806235,46.30929654827994,103.87084420750327,201.3862823274558,1.9458596265661208,11.543837566774302,9.889013717227758,0.18352458907641653,-0.4248630555136014
