ID,QC,MASK_ERROR,WM_PERCENT,GM_PERCENT,CSF_PERCENT,SC_PERCENT,BRAIN_VOL,CEREBRUM_VOL,CORTICAL_GM,WHITE_VOL,SUBGM_VOL,SC_VOL,CSF_VENT_VOL,LEFT_WM_AREA,LEFT_MID_AREA,LEFT_GM_AREA,RIGHT_WM_AREA,RIGHT_MID_AREA,RIGHT_GM_AREA,GI_LEFT,GI_RIGHT,LEFT_INTER,RIGHT_INTER,LEFT_SURF_SURF,RIGHT_SURF_SURF,LAPLACIAN_MIN,LAPLACIAN_MAX,LAPLACIAN_MEAN,GRAY_LEFT_RES,GRAY_RIGHT_RES
0,0,5.587523088717305,42.261015603276235,49.43834717854869,7.361885054220464,2.8116859044727454,1287.3497836720362,937.4241178847105,446.17169248709604,447.4190858919764,61.90235918410708,25.4461597799889,7.529619068740214,93753.82690948973,100825.47967783334,107857.24168865703,116094.46687554545,108878.61511991298,113808.04566373912,2.5276921204168885,2.4777193096865795,67.64582087921993,62.39209364889705,145.23108028682404,-26.64869025686562,1.2697641485077105,11.2988804525131,9.823926116965803,0.18637737347731254,0.11049966681866155
1,1,7.637720499912248,48.337697611592674,48.28117089846063,11.521344180385192,2.8224992483732865,1378.7210229260832,1016.9032473007867,494.766851587691,466.2547517782905,75.29932698249864,38.601028179949566,37.33802358029331,94618.33974528273,105970.68110309569,104532.81090406532,113012.24171679435,105886.93035554202,110502.05851080941,2.501795147494925,2.3814588482117416,22.209549362522164,46.37169132238242,39.6475180433746,-18.28330910057634,7.659891269327947,10.967930832565544,9.995701425770795,0.005997888835665927,0.011211746058256986
2,0,9.64226127727499,45.35812018147739,47.58657331790555,8.598412839458462,2.9362440313208733,1436.0129808147954,1259.0613035089495,489.1613527293674,566.3036064331292,72.23505603206762,42.463347240141275,15.415811583952266,79325.92102877334,101132.57150341055,100703.33874904922,107003.75928273314,108285.56710540078,104521.42531337545,2.4151913977347492,2.6151101651598836,0.6107804742922269,37.79857705013874,-197.13795976998108,53.90714654145329,6.059244455025293,10.648337736783194,9.905900755021026,0.15785400203964373,0.0752143501294731
3,0,4.790215069913321,41.0695512037131,45.39452367615519,6.114840779060607,1.996701167122181,1481.546950379424,979.1955833821793,483.9834266397811,541.557860089485,73.25861396036126,34.21798965607506,10.698251635642347,97282.15168005043,97697.26811080571,103709.53771003637,99948.81228836639,91942.67406740852,109414.1576932044,2.575253720885459,2.2647733117811604,166.7412338849256,31.95186984810396,-39.59779415441055,48.42951395234414,6.1116043735378005,10.859612905874416,10.128420294471338,-0.045244676611644455,-0.1819043784729777
4,1,8.69471690426581,45.62175494659495,41.97324972180181,10.104217149582851,2.7401971320649743,1653.9360340814123,1388.572646722123,607.8645653007331,695.7310307760933,80.53917722078243,34.52897235980523,-0.28310282274660636,96759.23136849445,98151.78034406589,116613.62889946316,96071.41156151569,100430.06723328415,125456.69622172377,2.519751825896059,2.2734887692246764,16.814086618974702,54.30582959459426,22.357030201840264,0.8156425356360728,5.332706629247226,10.789620915686598,9.995397901495224,0.007558610614129885,0.011939075886770836
5,0,8.801380716818567,42.1580567020862,45.033783065511265,15.529729617552789,2.816059406289824,1477.0237586884123,1218.3355916598118,494.983097185086,468.7210707895728,60.585438838212525,25.906188302641958,20.700609262180237,107858.04454611042,97626.5156112818,118328.86291001912,92093.7664083118,105005.02248362011,101051.80296681836,2.59155715710991,2.5343596403872075,-14.921584107302465,105.1329386450563,255.28973805350645,-2.718170859087053,6.9548712450656796,11.161673696127114,9.834030763148979,0.11656231309572743,-0.13231091658555905
6,1,5.91059926601641,39.45112228024302,45.455717824010655,7.180982969940016,2.428121470954558,1421.6409523114835,1276.1261327389068,613.3255019111358,497.33352570659736,60.8985010281348,40.26609278707179,23.809159853057714,87816.38822426365,111781.77701830953,113760.35779868822,113046.37034660745,95502.2419454584,117411.9975749335,2.3868396765039592,2.4652914563867894,36.94513341508261,31.207056613308318,38.806701145098174,-2.3973668086511175,9.037371167234037,10.862299891854002,9.994113801424998,0.006809627167542507,0.00701391835045499
7,0,5.909029750664132,44.22600823085128,48.20124356917018,5.30336911807281,3.387608388469476,1612.1999203789653,1184.4489506534217,474.2205326575877,368.3134890681822,84.2724322924457,48.223355279316074,12.840208351924367,95520.84232551591,79412.36249715925,98432.26570505994,115003.11511482965,117000.50559013755,98374.22681541808,2.464984000016714,2.4483954630962876,124.21631780208888,68.63735997387411,299.95683366558603,29.264819468782918,4.3509034132829285,11.457834905890124,9.736998571051918,0.12445258756952529,0.11815386527971354
8,0,11.882067107847977,38.150747897065315,49.73490857439926,14.411273984876601,2.785200970966587,1513.4327410043477,1150.3253624611266,500.42737618845484,459.1486326522284,55.80271725554476,23.936378610845072,6.6972607510491375,110073.29316310976,100845.07182232686,115368.54496311842,98411.57054800715,93047.02891119132,104250.90519697613,2.5516684596677353,2.4663527077699876,3.9117883167874936,91.90908943946462,16.50291229968954,-13.281189947103869,5.759640265074033,11.378843580767885,10.10216786898321,-0.2344963193690354,0.3042433378874331
9,1,9.864430621063532,40.74953747795844,45.07767922816588,5.159213821519039,3.269419096634805,1171.1458926043924,1327.0402744145506,555.5538510342524,450.96546435266515,56.23863081948844,31.63285776434139,16.518683176688626,93896.52531554748,99415.12274984494,116487.54664791875,87336.49112956386,99814.15292276391,110927.32435637077,2.398032170837214,2.519749142509744,78.15060448402335,52.86291787641996,26.432803231103144,50.910228787259044,5.429170295439843,10.809315199204207,9.992174238459155,0.007865256715903842,0.00813009453645178
10,0,9.575220625178511,47.085557065784485,47.46252453410047,5.957778978419204,2.4059815802397857,1837.6868175132736,1047.0268793681041,459.69561398590406,449.91124471003263,79.70749736622598,30.708923208924364,8.733828488699736,89857.33095029839,115112.70569570936,111542.77579424024,67336.58373542746,90764.5627963455,112406.33372606814,2.459212452705926,2.4550158634895314,214.33931681803796,10.535476957865576,-50.67603496688179,88.25826365483807,0.27595613705933353,11.21093073426847,9.811721366785774,0.04714035905464382,0.4419595596318939
11,0,11.254960239188794,40.77739206534608,52.76235790818596,14.175346022455853,2.3594686463217136,1703.0839892060103,1133.4433347462993,568.6020675098725,347.3412274894133,73.68480346231675,31.407314822830603,7.921587773229413,81862.77736805806,101000.48060453082,102436.55817090988,86964.61301270731,79450.8249306996,124408.62688061777,2.690652241599206,2.3863042052414776,4.143295997573489,32.84099178203927,30.590702265620045,-24.016735091400136,6.241919374632295,10.926427253788297,9.921767259915699,-0.29602890468333853,-0.06553201756152112
12,1,8.857635302639588,39.143467455646565,45.04826541412719,8.433897278523398,2.8299720408284412,1403.0916074467823,1308.0071907705744,527.2651781021696,634.7358347165843,70.75309508597195,37.2705188807134,15.726221402275986,120040.50271260613,113553.75754855992,116658.8985213663,98659.56177364092,116281.54873114965,110471.46611560923,2.641835314677656,2.390989099350163,39.207362695434654,3.4925638122975897,1.902256422726456,13.587624182727907,7.099038156322546,10.79247953866679,9.995024209524214,0.0042417339214367526,0.011108913490009996
13,1,9.016182651359863,40.20470299493958,52.12816772124768,8.090996115047957,2.205516183936542,1498.5149661300325,1280.0334594882572,545.005510577376,397.33407628707147,68.73295805919675,43.32801838943533,6.174190467569153,93762.98556733958,85405.53969616132,114203.66206548072,110623.27089006972,100565.41950185382,103730.89350117475,2.574059916562743,2.5506433530060004,25.159561972540267,24.085421412731854,4.3634689226824594,-8.215782559163681,8.442205353129959,10.850761663054866,9.991923839865322,0.004148035410608893,0.008834453052245539
